file,M,N,NNZ,Sparsity,alpha,K,BSMR,BSMR_Only_Tensor_core,BSMR_Only_CUDA_Core
./suiteSparse_dataset/fem_filter/fem_filter.mtx,74062,74062,1731206,99.96,0.3,64,3113.68,1926.99,3113.68
./suiteSparse_dataset/rlfprim/rlfprim.mtx,58866,62716,320591,99.99,0.5,64,1855.27,954.14,1719.91
./suiteSparse_dataset/astro-ph/astro-ph.mtx,16706,16706,121251,99.95,0.1,64,1722.32,977.83,1722.32
./suiteSparse_dataset/case39/case39_A_08.mtx,40216,40216,526144,99.96,0.5,64,4243.1,2975.93,2763.36
./suiteSparse_dataset/TSOPF_FS_b39_c19/TSOPF_FS_b39_c19.mtx,76216,76216,998359,99.98,0.5,64,4604.98,3839.84,3135.55
./suiteSparse_dataset/mod2/mod2.mtx,34774,66409,199810,99.99,0.1,64,1561.02,332.13,1541.74
./suiteSparse_dataset/TSOPF_FS_b162_c4/TSOPF_FS_b162_c4.mtx,40798,40798,1204322,99.92,0.7,64,6750.68,4951.98,3618.76
./suiteSparse_dataset/kim1/kim1.mtx,38415,38415,933195,99.93,0.7,64,3703.15,3069.72,2998.7
./suiteSparse_dataset/lowThrust_12/lowThrust_12.mtx,18458,18458,117423,99.96,0.1,64,1667.94,1012.27,1545.04
./suiteSparse_dataset/mark3jac060/mark3jac060.mtx,27449,27449,170695,99.97,0.3,64,1778.07,1083.09,1778.07
./suiteSparse_dataset/g7jac100/g7jac100.mtx,29610,29610,384636,99.95,0.5,64,2913.91,1849.21,2517.25
./suiteSparse_dataset/g7jac050sc/g7jac050sc.mtx,14760,14760,157990,99.92,0.5,64,1994.82,1282.39,1898.92
./suiteSparse_dataset/ecl32/ecl32.mtx,51993,51993,380415,99.98,0.1,64,1710.5,1151.38,1674.36
./suiteSparse_dataset/c-56/c-56.mtx,35910,35910,208405,99.98,0.1,64,1874.15,651.27,1874.15
./suiteSparse_dataset/c-65/c-65.mtx,48066,48066,204297,99.99,0.1,64,1596.07,283.75,1596.07
./suiteSparse_dataset/mycielskian14/mycielskian14.mtx,12287,12287,1847756,98.77,0.5,64,3672.01,2105.46,3381.69
./suiteSparse_dataset/bayer04/bayer04.mtx,20545,20545,159082,99.96,0.3,64,2093.18,1472.98,1824.33
./suiteSparse_dataset/g7jac160/g7jac160.mtx,47430,47430,656616,99.97,0.5,64,3074.04,2126.35,2605.62
./suiteSparse_dataset/case39/case39_A_03.mtx,40216,40216,526144,99.96,0.5,64,4243.1,2962.52,2751.8
./suiteSparse_dataset/cyl6/cyl6.mtx,13681,13681,363961,99.8,0.3,64,3499.63,2309.4,2584.95
./suiteSparse_dataset/g7jac140sc/g7jac140sc.mtx,41490,41490,565956,99.96,0.5,64,3023.27,2004.09,2563.21
./suiteSparse_dataset/case39/case39_A_02.mtx,40216,40216,526144,99.96,0.5,64,4270.65,2962.52,2775.02
./suiteSparse_dataset/crystk02/crystk02.mtx,13965,13965,491274,99.74,0.5,64,3838.08,2669.97,2816.94
./suiteSparse_dataset/wing/wing.mtx,62032,62032,121544,99.99,0.1,64,993.01,755.87,955.53
./suiteSparse_dataset/ca-HepPh/ca-HepPh.mtx,12008,12008,118521,99.91,0.1,64,1784.95,968.31,1784.95
./suiteSparse_dataset/lhr11c/lhr11c.mtx,10964,10964,233741,99.8,0.5,64,3320.18,2318.86,2809.39
./suiteSparse_dataset/mip1/mip1.mtx,66463,66463,5209641,99.88,0.5,64,7893.4,6699.64,2958.68
./suiteSparse_dataset/crplat2/crplat2.mtx,18010,18010,489478,99.84,0.3,64,4600.36,3824.05,3186.71
./suiteSparse_dataset/g7jac180/g7jac180.mtx,53370,53370,747276,99.97,0.5,64,3103.31,2167.27,2646.16
./suiteSparse_dataset/bcsstk29/bcsstk29.mtx,13992,13992,316740,99.83,0.5,64,3665.97,2474.53,2622.02
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_08.mtx,100000,100000,448987,99.99,0.1,64,1690.46,802.91,1685.39
./suiteSparse_dataset/c-60/c-60.mtx,43640,43640,171109,99.99,0.1,64,1485.32,342.77,1485.32
./suiteSparse_dataset/msc23052/msc23052.mtx,23052,23052,588933,99.88,0.3,64,4206.66,3301.19,2992.55
./suiteSparse_dataset/sme3Da/sme3Da.mtx,12504,12504,874887,99.44,0.5,64,4463.71,3254.79,3216.5
./suiteSparse_dataset/lowThrust_6/lowThrust_6.mtx,16928,16928,108376,99.96,0.3,64,1652.07,1092.5,1575.23
./suiteSparse_dataset/wang4/wang4.mtx,26068,26068,177196,99.97,0.1,64,1893.12,997.73,1771.96
./suiteSparse_dataset/crystm02/crystm02.mtx,13965,13965,168435,99.91,0.3,64,1896.79,1283.8,1769.28
./suiteSparse_dataset/pltexpa/pltexpa_A_5.mtx,26894,70364,143059,99.99,0.1,64,1419.24,894.12,1419.24
./suiteSparse_dataset/tandem_vtx/tandem_vtx.mtx,18454,18454,135902,99.96,0.3,64,1681.96,1132.52,1587.64
./suiteSparse_dataset/cz40948/cz40948.mtx,40948,40948,412148,99.97,0.3,64,2550.42,1788.84,2385.12
./suiteSparse_dataset/c-51/c-51.mtx,23196,23196,113123,99.97,0.3,64,1457.77,506.82,1372.85
./suiteSparse_dataset/soc-Slashdot0811/soc-Slashdot0811.mtx,77360,77360,905468,99.98,0.1,64,1822.6,262.36,1822.6
./suiteSparse_dataset/baxter/baxter.mtx,27441,30733,111576,99.98,0.5,64,1354.08,99.55,1267.91
./suiteSparse_dataset/human_gene1/human_gene1.mtx,22283,22283,12345963,97.51,0.5,64,3935.85,3535.5,3004.76
./suiteSparse_dataset/TSOPF_RS_b2052_c1/TSOPF_RS_b2052_c1.mtx,25626,25626,6761100,98.97,0.1,64,11238.5,9873.1,3161.76
./suiteSparse_dataset/vsp_bump2_e18_aa01_model1_crew1/vsp_bump2_e18_aa01_model1_crew1.mtx,56438,56438,300801,99.99,0.3,64,1701.36,874.42,1701.36
./suiteSparse_dataset/ex35/ex35.mtx,19716,19716,228208,99.94,0.5,64,2228.59,1611.64,2113.04
./suiteSparse_dataset/copter1/copter1.mtx,17222,17222,114143,99.96,0.3,64,1585.32,938.68,1501.88
./suiteSparse_dataset/mosfet2/mosfet2.mtx,46994,46994,1499460,99.93,0.3,64,2874.73,2192.19,2736.24
./suiteSparse_dataset/tube1/tube1.mtx,21498,21498,459277,99.9,0.5,64,3986.78,2856.2,2914.19
./suiteSparse_dataset/bayer01/bayer01.mtx,57735,57735,277774,99.99,0.3,64,1780.6,1112.88,1780.6
./suiteSparse_dataset/mark3jac060sc/mark3jac060sc.mtx,27449,27449,170695,99.97,0.3,64,1748.92,1083.09,1748.92
./suiteSparse_dataset/k3plates/k3plates.mtx,11107,11107,378927,99.69,0.3,64,4833.25,3671.77,2941.98
./suiteSparse_dataset/TSOPF_RS_b162_c4/TSOPF_RS_b162_c4.mtx,20374,20374,812749,99.8,0.1,64,6389.54,4769.65,3564.69
./suiteSparse_dataset/lhr14c/lhr14c.mtx,14270,14270,307858,99.84,0.1,64,4008.57,2277.06,2710.02
./suiteSparse_dataset/c-72/c-72.mtx,84064,84064,395811,99.99,0.1,64,1867.03,218.34,1867.03
./suiteSparse_dataset/IG5-15/IG5-15.mtx,11369,11987,323509,99.76,0.3,64,2021.93,1275.67,1872.16
./suiteSparse_dataset/Pres_Poisson/Pres_Poisson.mtx,14822,14822,365313,99.83,0.3,64,3869.84,2734.38,2801.48
./suiteSparse_dataset/g7jac200/g7jac200.mtx,59310,59310,837936,99.97,0.5,64,3174,2164.09,2815.65
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_5.mtx,32769,32769,381326,99.96,0.1,64,2019.74,1137.61,2019.74
./suiteSparse_dataset/TSOPF_RS_b678_c2/TSOPF_RS_b678_c2.mtx,35696,35696,8781949,99.31,0.1,64,11328.6,9862.93,3171.75
./suiteSparse_dataset/scagr7-2r/scagr7-2r_A_11.mtx,32847,46679,120141,99.99,0.1,64,1377.76,790.4,1377.76
./suiteSparse_dataset/TF17/TF17.mtx,38132,48630,586218,99.96,0.1,64,1757.25,1087.2,1740.55
./suiteSparse_dataset/g7jac120sc/g7jac120sc.mtx,35550,35550,475296,99.96,0.5,64,2926.7,2062.92,2475.5
./suiteSparse_dataset/wy2010/wy2010.mtx,86204,86204,213793,99.99,0.1,64,1370.47,781.41,1349.7
./suiteSparse_dataset/soc-sign-Slashdot090221/soc-sign-Slashdot090221.mtx,82144,82144,549202,99.99,0.1,64,1773.91,535.49,1773.91
./suiteSparse_dataset/net150/net150.mtx,43520,43520,1582360,99.91,0.7,64,4226.39,3024.39,3410.26
./suiteSparse_dataset/inlet/inlet.mtx,11730,11730,328323,99.76,0.5,64,3568.73,2428.42,2647.77
./suiteSparse_dataset/IG5-18/IG5-18.mtx,47894,41550,1790490,99.91,0.3,64,2135.6,1258.78,2125.46
./suiteSparse_dataset/lhr10c/lhr10c.mtx,10672,10672,232633,99.79,0.3,64,3421.07,2271.81,2743.31
./suiteSparse_dataset/mark3jac120sc/mark3jac120sc.mtx,54929,54929,342475,99.98,0.3,64,1954.77,1075.61,1885.88
./suiteSparse_dataset/sme3Dc/sme3Dc.mtx,42930,42930,3148656,99.82,0.3,64,4560.63,4142.97,3392.95
./suiteSparse_dataset/email-Enron/email-Enron.mtx,36692,36692,183831,99.98,0.3,64,1584.75,835.6,1584.75
./suiteSparse_dataset/TSOPF_RS_b39_c7/TSOPF_RS_b39_c7.mtx,14098,14098,252446,99.87,0.9,64,3712.44,2743.98,2651.74
./suiteSparse_dataset/mark3jac140sc/mark3jac140sc.mtx,64089,64089,399735,99.99,0.3,64,2108.31,1491.55,2047.82
./suiteSparse_dataset/epb2/epb2.mtx,25228,25228,175027,99.97,0.3,64,1953.43,1286.96,1953.43
